0.0000	-1.206936	1.735890	167.951202
0.0100	-1.210763	1.733341	167.962204
0.0200	-1.216064	1.730615	167.969284
0.0300	-1.212243	1.730952	167.981583
0.0400	-1.219548	1.728133	167.985031
0.0500	-1.227957	1.735719	167.983597
0.0600	-1.223229	1.730059	167.993652
0.0700	-1.225764	1.724240	168.007507
0.0800	-1.229101	1.714030	168.011627
0.0900	-1.216946	1.713081	168.014130
0.1000	-1.222591	1.707451	168.005722
0.1100	-1.218077	1.705502	168.009628
0.1200	-1.216514	1.700112	168.009735
0.1300	-1.209176	1.699696	168.003952
0.1400	-1.212591	1.691843	167.999573
0.1500	-1.208656	1.683154	167.999557
0.1600	-1.215121	1.671412	167.996750
0.1700	-1.215311	1.656978	168.005402
0.1800	-1.215969	1.652100	168.005539
0.1900	-1.228152	1.654338	168.013901
0.2000	-1.224192	1.653307	168.013565
0.2100	-1.226633	1.649131	168.011307
0.2200	-1.228518	1.637854	168.011658
0.2300	-1.226589	1.634094	168.008652
0.2400	-1.230430	1.639230	168.012207
0.2500	-1.237120	1.640710	168.019867
0.2600	-1.248857	1.645194	168.026413
0.2700	-1.241857	1.639386	168.034958
0.2800	-1.249210	1.637176	168.037003
0.2900	-1.257113	1.640733	168.037033
0.3000	-1.256656	1.636800	168.038849
0.3100	-1.258548	1.637622	168.039124
0.3200	-1.252462	1.643443	168.040878
0.3300	-1.253999	1.643696	168.030029
0.3400	-1.254783	1.635124	168.039215
0.3500	-1.259533	1.642282	168.033447
0.3600	-1.260637	1.637896	168.034592
0.3700	-1.255588	1.637233	168.044067
0.3800	-1.251749	1.635119	168.045639
0.3900	-1.251343	1.632717	168.054840
0.4000	-1.257064	1.633349	168.043213
0.4100	-1.265217	1.635604	168.048859
0.4200	-1.255928	1.635858	168.054016
0.4300	-1.251207	1.627842	168.066727
0.4400	-1.254464	1.632342	168.065598
0.4500	-1.249794	1.632794	168.057953
0.4600	-1.252867	1.625682	168.055344
0.4700	-1.256737	1.628591	168.057175
0.4800	-1.251933	1.624685	168.063660
0.4900	-1.252011	1.624648	168.065384
0.5000	-1.249257	1.622785	168.058960
0.5100	-1.244313	1.614406	168.057587
0.5200	-1.242299	1.616934	168.055832
0.5300	-1.245794	1.606548	168.043716
0.5400	-1.242313	1.604204	168.051300
0.5500	-1.240638	1.596873	168.060638
0.5600	-1.245828	1.594662	168.055984
0.5700	-1.239184	1.592633	168.061432
0.5800	-1.242641	1.594791	168.062515
0.5900	-1.244630	1.597728	168.065796
0.6000	-1.244707	1.593312	168.062836
0.6100	-1.246074	1.597326	168.062332
0.6200	-1.246766	1.602076	168.061462
0.6300	-1.245421	1.597710	168.052200
0.6400	-1.234192	1.596507	168.068314
0.6500	-1.234622	1.586745	168.064056
0.6600	-1.238409	1.591842	168.065140
0.6700	-1.247602	1.590818	168.065948
0.6800	-1.247761	1.597375	168.064240
0.6900	-1.244575	1.598141	168.071152
0.7000	-1.242775	1.599920	168.073318
0.7100	-1.242267	1.593711	168.072113
0.7200	-1.236083	1.590008	168.081192
0.7300	-1.244327	1.589727	168.087540
0.7400	-1.248976	1.589293	168.085754
0.7500	-1.247475	1.604234	168.091614
0.7600	-1.233601	1.606730	168.094803
0.7700	-1.236957	1.606387	168.101395
0.7800	-1.238758	1.610208	168.102066
0.7900	-1.245322	1.608934	168.096298
0.8000	-1.248947	1.599654	168.099014
0.8100	-1.245224	1.591923	168.103165
0.8200	-1.246671	1.589729	168.106201
0.8300	-1.242387	1.592764	168.110474
0.8400	-1.234040	1.581331	168.116837
0.8500	-1.229922	1.575302	168.117142
0.8600	-1.237419	1.573139	168.120987
0.8700	-1.246485	1.571705	168.123795
0.8800	-1.246458	1.569487	168.120010
0.8900	-1.243478	1.571246	168.124298
0.9000	-1.249725	1.572101	168.131668
0.9100	-1.250958	1.574891	168.129929
0.9200	-1.253862	1.572163	168.135376
0.9300	-1.252950	1.577539	168.125320
0.9400	-1.247983	1.582561	168.127747
0.9500	-1.252420	1.576196	168.123123
0.9600	-1.253388	1.575929	168.118744
0.9700	-1.256186	1.584295	168.126175
0.9800	-1.250129	1.590272	168.132263
0.9900	-1.240060	1.582697	168.142792
1.0000	-1.241819	1.571784	168.151794
1.0100	-1.235205	1.572365	168.151611
1.0200	-1.235743	1.559264	168.163086
1.0300	-1.227763	1.561529	168.160782
1.0400	-1.227228	1.573328	168.159668
1.0500	-1.227261	1.581430	168.160324
1.0600	-1.221783	1.587932	168.170486
1.0700	-1.228831	1.586034	168.167709
1.0800	-1.233566	1.587762	168.159927
1.0900	-1.241605	1.582748	168.170059
1.1000	-1.254162	1.577739	168.169159
1.1100	-1.256686	1.580935	168.170181
1.1200	-1.253131	1.573829	168.181946
1.1300	-1.251659	1.575302	168.182617
1.1400	-1.248147	1.571882	168.192398
