0.0000	18.199142	1.209427	-161.905838
0.0100	18.203190	1.209259	-161.908463
0.0200	18.202675	1.207368	-161.906052
0.0300	18.201342	1.207946	-161.902328
0.0400	18.196863	1.210565	-161.904297
0.0500	18.200157	1.209855	-161.908249
0.0600	18.205278	1.194005	-161.905258
0.0700	18.200062	1.188248	-161.904587
0.0800	18.193382	1.193485	-161.907730
0.0900	18.185413	1.197362	-161.917648
0.1000	18.193253	1.197908	-161.911926
0.1100	18.196268	1.197086	-161.910629
0.1200	18.200567	1.191358	-161.909393
0.1300	18.208822	1.185042	-161.898972
0.1400	18.218775	1.182517	-161.902832
0.1500	18.215927	1.178965	-161.913757
0.1600	18.217382	1.176625	-161.907623
0.1700	18.210726	1.174685	-161.905182
0.1800	18.209055	1.171009	-161.914001
0.1900	18.209145	1.165856	-161.924576
0.2000	18.205278	1.160585	-161.919525
0.2100	18.204361	1.162817	-161.909744
0.2200	18.203009	1.166997	-161.913513
0.2300	18.205564	1.163746	-161.921432
0.2400	18.211088	1.158320	-161.915405
0.2500	18.205902	1.158268	-161.919312
0.2600	18.203848	1.161512	-161.912949
0.2700	18.210426	1.164337	-161.916748
0.2800	18.210890	1.170317	-161.927307
0.2900	18.208673	1.159761	-161.935730
0.3000	18.205275	1.149526	-161.935883
0.3100	18.205275	1.160227	-161.933502
0.3200	18.216526	1.159738	-161.935867
0.3300	18.205040	1.155998	-161.938629
0.3400	18.199930	1.157318	-161.948868
0.3500	18.210291	1.165492	-161.955063
0.3600	18.216345	1.161366	-161.948456
0.3700	18.212492	1.163677	-161.942459
0.3800	18.217987	1.159602	-161.944305
0.3900	18.220016	1.157904	-161.955643
0.4000	18.220402	1.156487	-161.960449
0.4100	18.219128	1.158324	-161.959595
0.4200	18.227028	1.160718	-161.959732
0.4300	18.228567	1.164627	-161.957428
0.4400	18.226978	1.165485	-161.952866
0.4500	18.222492	1.166595	-161.957138
0.4600	18.227262	1.164437	-161.947830
0.4700	18.234941	1.164402	-161.948746
0.4800	18.239206	1.170945	-161.946198
0.4900	18.242197	1.166437	-161.948502
0.5000	18.240421	1.160580	-161.942459
0.5100	18.240740	1.163159	-161.928482
0.5200	18.238014	1.150506	-161.927078
0.5300	18.237480	1.139015	-161.927872
0.5400	18.240683	1.131852	-161.921906
0.5500	18.238287	1.134048	-161.919357
0.5600	18.241892	1.138005	-161.918289
0.5700	18.254110	1.136088	-161.919952
