0.0000	2.725299	4.378994	8.330840	-0.004858	-0.009552	-0.003057	-0.657702	-0.336534	-0.471290
0.0100	2.730788	4.386073	8.348688	0.004335	-0.006106	-0.007375	-0.657315	-0.333903	-0.473048
0.0200	2.730837	4.343142	8.298744	0.024572	-0.013560	-0.012486	-0.661684	-0.342534	-0.467447
0.0300	2.739960	4.328817	8.287886	0.028384	-0.015118	-0.014645	-0.659469	-0.337167	-0.468633
0.0400	2.736023	4.354408	8.265693	0.025023	-0.000118	-0.006544	-0.657396	-0.333286	-0.472025
0.0500	2.717581	4.435210	8.322648	0.011236	0.003059	-0.011156	-0.659059	-0.337543	-0.471788
0.0600	2.735321	4.477196	8.303127	-0.007497	0.005416	0.013155	-0.656974	-0.333403	-0.475027
0.0700	2.765093	4.415185	8.354366	-0.016286	-0.007748	0.014232	-0.662054	-0.342171	-0.469017
0.0800	2.730688	4.363076	8.298340	-0.001748	-0.020501	0.019120	-0.659721	-0.336643	-0.470768
0.0900	2.739675	4.315122	8.215570	0.013615	-0.011799	0.013185	-0.660978	-0.333386	-0.473399
0.1000	2.750519	4.327770	8.224075	0.005881	0.003398	0.001545	-0.662134	-0.337727	-0.471865
0.1100	2.750454	4.383225	8.288284	0.008395	0.005971	-0.001428	-0.657902	-0.333611	-0.473194
0.1200	2.750524	4.406282	8.333186	-0.001703	0.006839	-0.002791	-0.661691	-0.341587	-0.465121
0.1300	2.732483	4.391681	8.334003	-0.004887	-0.015386	0.006678	-0.659371	-0.337257	-0.469493
0.1400	2.707450	4.356862	8.357217	-0.014475	-0.019562	0.015861	-0.658457	-0.333627	-0.472634
0.1500	2.731464	4.309740	8.370199	0.004010	-0.010786	0.000738	-0.659332	-0.336875	-0.471627
0.1600	2.721261	4.343338	8.277801	0.025473	-0.005730	-0.013454	-0.656765	-0.333413	-0.473989
0.1700	2.730156	4.397294	8.318186	0.006445	0.008711	-0.012399	-0.661787	-0.342247	-0.466834
0.1800	2.742709	4.442291	8.351390	0.009055	-0.008358	-0.009145	-0.659766	-0.337491	-0.471484
0.1900	2.749625	4.437678	8.280498	-0.012934	-0.017298	0.010301	-0.660886	-0.333833	-0.471664
0.2000	2.751343	4.418257	8.235469	-0.006871	-0.016715	-0.005103	-0.661674	-0.335252	-0.472306
0.2100	2.720840	4.376318	8.244465	-0.013720	-0.007670	0.008674	-0.657940	-0.332300	-0.471684
0.2200	2.730399	4.321844	8.259829	-0.008207	0.003287	0.000835	-0.661752	-0.342420	-0.466123
0.2300	2.746991	4.310703	8.292252	0.010254	0.009793	-0.004825	-0.660648	-0.336387	-0.469173
0.2400	2.724996	4.368127	8.331638	0.018147	0.000182	-0.018060	-0.658683	-0.333358	-0.471596
0.2500	2.724809	4.411339	8.356169	0.005016	0.004248	-0.017265	-0.660811	-0.336078	-0.472316
0.2600	2.737489	4.404324	8.341428	-0.006193	-0.000259	-0.021060	-0.656917	-0.332449	-0.474387
0.2700	2.699249	4.390089	8.299255	0.010489	-0.011703	0.007080	-0.661768	-0.341707	-0.469392
0.2800	2.729789	4.380196	8.225978	0.013140	-0.022242	0.011142	-0.661796	-0.337317	-0.471238
0.2900	2.766382	4.408355	8.318735	-0.011636	0.005541	-0.022691	-0.658415	-0.333067	-0.472152
0.3000	2.742598	4.453224	8.345724	-0.024445	0.004733	-0.008646	-0.659789	-0.337876	-0.471785
0.3100	2.753975	4.396968	8.359257	-0.023003	0.018237	-0.004324	-0.659015	-0.333035	-0.472451
0.3200	2.732155	4.350529	8.288231	-0.019803	-0.018601	-0.005927	-0.662040	-0.340918	-0.466505
0.3300	2.728257	4.361762	8.253626	-0.014622	0.005262	-0.008095	-0.661625	-0.336802	-0.470929
0.3400	2.728363	4.372254	8.287894	0.008645	0.003840	-0.006447	-0.658474	-0.334640	-0.472784
0.3500	2.750273	4.398880	8.348433	0.029145	-0.004444	-0.011287	-0.657001	-0.336599	-0.471962
0.3600	2.717642	4.409325	8.370936	0.021896	-0.009356	-0.011564	-0.658649	-0.332834	-0.473868
0.3700	2.710434	4.412747	8.385594	0.013935	-0.007222	-0.010221	-0.661581	-0.342314	-0.465685
0.3800	2.708141	4.411928	8.294922	-0.003859	-0.011094	-0.009157	-0.660361	-0.335844	-0.469433
0.3900	2.698870	4.412277	8.258879	-0.007069	-0.012960	-0.003212	-0.659133	-0.334833	-0.471373
0.4000	2.720568	4.408998	8.238358	0.016205	-0.008462	0.008166	-0.660638	-0.338836	-0.470980
0.4100	2.720361	4.452250	8.259258	0.005705	0.005802	-0.000503	-0.657173	-0.332903	-0.470828
0.4200	2.742403	4.448269	8.302269	0.016993	0.003437	-0.002923	-0.662015	-0.342974	-0.468154
0.4300	2.800531	4.432433	8.288219	-0.013147	-0.002538	0.010295	-0.659555	-0.337700	-0.470198
0.4400	2.764636	4.393928	8.311820	-0.008311	-0.016550	0.019498	-0.659833	-0.332665	-0.471454
0.4500	2.782977	4.338315	8.270687	-0.011365	0.003652	-0.001602	-0.661846	-0.337537	-0.472107
0.4600	2.730525	4.341216	8.310250	-0.003923	-0.000838	-0.012947	-0.659244	-0.333353	-0.473900
0.4700	2.736166	4.317649	8.314201	-0.010697	0.018751	-0.017829	-0.660538	-0.341802	-0.468221
0.4800	2.732521	4.353350	8.360766	0.009482	0.002760	-0.014015	-0.660899	-0.336272	-0.471180
0.4900	2.752131	4.397017	8.353863	-0.007493	0.002718	0.008676	-0.657317	-0.334522	-0.473039
0.5000	2.737177	4.422807	8.308386	-0.005858	-0.000759	-0.007812	-0.657982	-0.335934	-0.471387
0.5100	2.717302	4.408235	8.305625	-0.023901	0.002441	-0.027569	-0.657814	-0.333904	-0.474317
0.5200	2.710192	4.382903	8.299088	0.000554	-0.017009	0.002746	-0.661401	-0.342203	-0.467826
0.5300	2.728314	4.358078	8.259145	0.023404	-0.001774	0.026555	-0.660310	-0.335611	-0.471285
0.5400	2.753989	4.366602	8.319946	0.003998	0.002632	0.003822	-0.656792	-0.332717	-0.471959
0.5500	2.750387	4.386154	8.352321	-0.004772	-0.006109	-0.025382	-0.657680	-0.336225	-0.471104
0.5600	2.730394	4.371823	8.327777	-0.014263	-0.002962	0.007049	-0.657608	-0.333153	-0.473426
0.5700	2.717711	4.337800	8.285276	0.003270	0.004210	0.005443	-0.662248	-0.342211	-0.467273
0.5800	2.723202	4.334167	8.288823	0.032417	-0.001408	-0.004797	-0.659984	-0.337562	-0.470060
0.5900	2.764390	4.380153	8.246766	0.032861	0.006060	-0.028861	-0.658557	-0.332386	-0.472274
0.6000	2.778297	4.463577	8.246472	0.038126	-0.000682	-0.023986	-0.658548	-0.335258	-0.471232
0.6100	2.772653	4.517490	8.283646	0.013111	-0.011763	0.008705	-0.657072	-0.333268	-0.471556
0.6200	2.751615	4.462317	8.347094	-0.017890	0.005845	0.005420	-0.662770	-0.342943	-0.465879
0.6300	2.724419	4.429983	8.308605	-0.005971	-0.013881	-0.000507	-0.660242	-0.335682	-0.469997
0.6400	2.748201	4.376194	8.269094	-0.020440	0.007170	0.006498	-0.657994	-0.334015	-0.472177
0.6500	2.734127	4.321664	8.277876	-0.024360	-0.013739	0.017316	-0.658478	-0.336543	-0.472280
0.6600	2.723492	4.312159	8.312862	0.016706	-0.002726	-0.013464	-0.657122	-0.333079	-0.472553
0.6700	2.721493	4.358925	8.342817	0.004363	-0.005544	-0.011314	-0.661428	-0.342038	-0.468393
0.6800	2.721477	4.371449	8.357082	0.013737	0.007518	-0.009687	-0.659701	-0.337696	-0.470201
0.6900	2.737676	4.389666	8.356244	0.017213	-0.003535	-0.013734	-0.661416	-0.333739	-0.470670
0.7000	2.724707	4.399055	8.320122	0.000783	-0.012460	-0.009152	-0.661531	-0.335812	-0.469458
0.7100	2.698993	4.433442	8.311079	0.003589	-0.006205	-0.001041	-0.656678	-0.333232	-0.472405
0.7200	2.738792	4.433931	8.286330	-0.005806	-0.006328	-0.005106	-0.662149	-0.341362	-0.465664
0.7300	2.796544	4.449204	8.244428	0.006535	0.006928	-0.008613	-0.660274	-0.337421	-0.470061
0.7400	2.789392	4.448941	8.264605	-0.001773	0.004855	0.010033	-0.656230	-0.335298	-0.471610
0.7500	2.788038	4.367683	8.239083	-0.013498	0.006278	0.015698	-0.660019	-0.336571	-0.471027
0.7600	2.749773	4.380270	8.229033	0.011383	0.003005	-0.020502	-0.656716	-0.331966	-0.473505
0.7700	2.746632	4.361405	8.294853	0.016735	0.019749	-0.015096	-0.662717	-0.342577	-0.467726
0.7800	2.706974	4.358841	8.343236	-0.014452	-0.002130	-0.000521	-0.660345	-0.336256	-0.471739
0.7900	2.714316	4.356931	8.355770	-0.012017	-0.000538	-0.006467	-0.660632	-0.332574	-0.472758
0.8000	2.707101	4.349660	8.354311	0.002150	-0.000106	-0.017807	-0.661626	-0.335575	-0.471314
0.8100	2.699537	4.364518	8.317922	0.021333	-0.009011	-0.013457	-0.657173	-0.332493	-0.470957
0.8200	2.699133	4.408171	8.302518	0.011913	-0.005803	-0.018875	-0.662839	-0.342885	-0.464446
0.8300	2.708247	4.408143	8.309517	0.031506	0.002255	-0.000473	-0.659837	-0.336627	-0.467587
0.8400	2.727731	4.469913	8.304062	0.036194	0.003403	-0.009120	-0.658680	-0.334451	-0.471206
0.8500	2.716751	4.495020	8.322013	-0.005399	-0.014350	0.011930	-0.661388	-0.336888	-0.471929
0.8600	2.751340	4.457523	8.289117	0.002432	-0.003109	0.003823	-0.658321	-0.333833	-0.472894
0.8700	2.753518	4.390763	8.265012	-0.012350	-0.016465	0.002731	-0.662932	-0.341287	-0.466682
0.8800	2.733440	4.374820	8.222353	0.000697	0.004746	0.005710	-0.660598	-0.335336	-0.471282
0.8900	2.746546	4.365149	8.283888	0.041011	-0.008769	0.009274	-0.657094	-0.334062	-0.471728
0.9000	2.750296	4.382771	8.330611	0.040565	0.014852	-0.001010	-0.657335	-0.336698	-0.469967
0.9100	2.735691	4.414986	8.359412	0.010523	-0.007360	0.007889	-0.657605	-0.333428	-0.473293
0.9200	2.702739	4.429657	8.327385	-0.003807	-0.007602	-0.007537	-0.660835	-0.343289	-0.467852
0.9300	2.720591	4.407166	8.240210	-0.000482	-0.004921	0.001117	-0.659585	-0.337259	-0.470899
0.9400	2.682776	4.395633	8.281464	0.004529	-0.011231	0.016265	-0.657371	-0.333661	-0.471577
0.9500	2.724374	4.422935	8.290600	0.018189	0.000722	0.003839	-0.658007	-0.336453	-0.471693
0.9600	2.738663	4.453825	8.289557	0.020142	-0.001197	-0.010487	-0.657419	-0.333747	-0.472440
0.9700	2.764309	4.448133	8.325239	0.008622	0.008707	0.002203	-0.661834	-0.343560	-0.467312
0.9800	2.775288	4.428382	8.314438	-0.003610	0.010666	0.008136	-0.659151	-0.337539	-0.470899
0.9900	2.710276	4.404148	8.344028	-0.014109	-0.013078	0.014353	-0.661831	-0.333738	-0.472971
1.0000	2.726779	4.336080	8.281422	0.005480	-0.011108	0.013022	-0.660647	-0.336374	-0.471894
1.0100	2.735662	4.343662	8.255600	0.006228	-0.000799	0.000582	-0.658196	-0.332044	-0.473829
1.0200	2.713972	4.386187	8.331584	0.003086	-0.007761	-0.010503	-0.661251	-0.343301	-0.467433
1.0300	2.742779	4.422517	8.337273	-0.006531	0.008263	-0.015116	-0.660240	-0.337715	-0.472076
1.0400	2.725967	4.450169	8.286366	-0.010104	0.000676	-0.002410	-0.660024	-0.335189	-0.474271
1.0500	2.744178	4.434083	8.275283	-0.019487	0.015031	0.022717	-0.660412	-0.335775	-0.473156
1.0600	2.695366	4.408431	8.277209	-0.005494	0.008035	0.005432	-0.658960	-0.332535	-0.474294
1.0700	2.732122	4.380935	8.323911	0.006092	0.010663	-0.006182	-0.661532	-0.342215	-0.467543
1.0800	2.715890	4.393125	8.360429	0.018587	0.020121	-0.003198	-0.661521	-0.337443	-0.471523
1.0900	2.728681	4.384097	8.363876	0.005328	0.006418	0.004904	-0.657909	-0.332741	-0.470983
1.1000	2.735996	4.342979	8.317317	0.000559	0.006600	0.000032	-0.657447	-0.336170	-0.472243
1.1100	2.732231	4.361081	8.317054	0.008906	0.001201	-0.016178	-0.655969	-0.333229	-0.472818
1.1200	2.764738	4.377658	8.308520	0.018221	-0.018381	-0.033192	-0.662232	-0.343863	-0.466473
1.1300	2.771535	4.450027	8.321362	-0.005557	-0.005930	-0.015650	-0.658826	-0.337854	-0.470187
1.1400	2.752731	4.506583	8.277181	0.000012	-0.004174	0.010310	-0.657173	-0.334660	-0.473041
1.1500	2.723937	4.473797	8.278680	-0.010982	-0.016031	0.005707	-0.658924	-0.337751	-0.472048
1.1600	2.742640	4.399601	8.279664	-0.004352	-0.033541	0.035190	-0.658383	-0.333783	-0.471318
1.1700	2.732002	4.357978	8.269932	0.015896	-0.017337	-0.002915	-0.663323	-0.342416	-0.465443
1.1800	2.750359	4.338027	8.280704	0.013726	-0.013939	-0.027792	-0.659823	-0.337173	-0.469899
1.1900	2.742973	4.347167	8.269838	0.017609	-0.013516	-0.017244	-0.656582	-0.334287	-0.470292
1.2000	2.750026	4.390461	8.290529	0.013219	0.006643	-0.029964	-0.658517	-0.336107	-0.470403
1.2100	2.722351	4.448335	8.286508	-0.003413	0.001642	-0.013488	-0.657624	-0.333559	-0.470863
1.2200	2.724330	4.458717	8.331614	-0.010411	-0.012981	-0.002675	-0.662132	-0.342184	-0.467842
1.2300	2.724271	4.444561	8.301050	-0.016311	-0.009082	-0.011875	-0.660723	-0.336716	-0.470476
1.2400	2.738726	4.437636	8.278996	0.000804	-0.010954	0.001662	-0.660139	-0.335096	-0.470976
1.2500	2.715145	4.441045	8.286863	-0.012380	-0.008457	0.000565	-0.661121	-0.336597	-0.472486
1.2600	2.738788	4.426803	8.275586	-0.007761	-0.006218	-0.000783	-0.658118	-0.333216	-0.472007
1.2700	2.744653	4.393853	8.308765	-0.000658	0.006875	-0.007269	-0.661709	-0.343420	-0.465012
1.2800	2.721150	4.382825	8.311481	0.008521	0.008144	-0.011856	-0.659002	-0.337818	-0.470763
1.2900	2.718132	4.328016	8.350808	0.003583	0.005063	-0.002668	-0.659870	-0.333853	-0.471784
1.3000	2.719861	4.317495	8.320118	0.012318	-0.012449	-0.002110	-0.661700	-0.337132	-0.472232
