0.0000	4.452477	-10.923463	131.149338
0.0100	4.458734	-10.872152	131.140213
0.0200	4.465359	-10.840864	131.134171
0.0300	4.470206	-10.814817	131.162598
0.0400	4.444997	-10.806541	131.190460
0.0500	4.436975	-10.805156	131.171967
0.0600	4.450799	-10.766875	131.152817
0.0700	4.458876	-10.715363	131.131958
0.0800	4.467484	-10.681908	131.133698
0.0900	4.491270	-10.659628	131.127701
0.1000	4.522060	-10.642954	131.113907
0.1100	4.553985	-10.619604	131.107651
0.1200	4.567411	-10.591465	131.091415
0.1300	4.570558	-10.567793	131.074997
0.1400	4.579102	-10.559292	131.080460
0.1500	4.572981	-10.554710	131.091293
0.1600	4.575170	-10.558107	131.117233
0.1700	4.592050	-10.548747	131.119843
0.1800	4.639877	-10.516814	131.115021
0.1900	4.699871	-10.475844	131.091385
0.2000	4.750632	-10.436620	131.081924
0.2100	4.780318	-10.406224	131.084686
0.2200	4.795377	-10.400082	131.060699
0.2300	4.833807	-10.403968	131.042267
0.2400	4.874089	-10.408524	131.029053
0.2500	4.898307	-10.427949	131.021072
0.2600	4.932571	-10.443511	131.017090
0.2700	4.979840	-10.444862	131.004868
0.2800	5.037239	-10.444278	130.999451
0.2900	5.103459	-10.433898	130.988663
0.3000	5.183970	-10.442105	130.972153
0.3100	5.252339	-10.463819	130.963608
0.3200	5.301338	-10.489033	130.951233
0.3300	5.346790	-10.510130	130.951767
0.3400	5.400892	-10.533274	130.961914
0.3500	5.464041	-10.546544	130.972946
0.3600	5.537594	-10.551258	130.982803
0.3700	5.617902	-10.558393	130.967957
0.3800	5.713383	-10.570772	130.977127
0.3900	5.809743	-10.584888	131.005585
0.4000	5.902941	-10.588718	131.028275
0.4100	5.971982	-10.598445	131.063156
0.4200	6.036447	-10.625903	131.085373
0.4300	6.107747	-10.641928	131.107330
0.4400	6.182536	-10.673583	131.122772
0.4500	6.276156	-10.700746	131.099808
0.4600	6.404492	-10.702388	131.093369
0.4700	6.522163	-10.719039	131.129425
